"dataset","cluster","tf","deltaPagoda","n_targets","cor_score_targets"
"MilCOVID_Azimuthl2","CD4_CTL","E2F3",-4.93387240509325,40,0.365740954010507
"MilCOVID_Azimuthl2","CD4_CTL","ZNF143",-4.88640860901844,40,0.368929397957729
"MilCOVID_Azimuthl2","CD4_CTL","BDP1",-4.81734741790209,40,0.189433275202088
"MilCOVID_Azimuthl2","CD4_CTL","ETS1",-4.77433751530823,40,0.0491625810272778
"MilCOVID_Azimuthl2","CD4_CTL","RFX7",-4.6789398848765,40,0.0657760521206936
"MilCOVID_Azimuthl2","CD4_CTL","MEF2A",-4.61043521249576,40,0.265196933302622
"MilCOVID_Azimuthl2","CD4_CTL","KLF6",-4.60213291281107,40,0.475684687352615
"MilCOVID_Azimuthl2","CD4_CTL","SMC3",-4.44358210524815,40,0.621448235771555
"MilCOVID_Azimuthl2","CD4_CTL","CTCF",-4.43206821859036,40,0.78260120869117
"MilCOVID_Azimuthl2","CD4_CTL","POU2F2",-4.37620026131346,40,0.135486383030064
"MilCOVID_Azimuthl2","CD4_CTL","CCNT2",-4.358860775045,40,-0.0105053031050859
"MilCOVID_Azimuthl2","CD4_CTL","PRDM1",-4.29267469952829,40,-0.276404198611431
"MilCOVID_Azimuthl2","CD4_CTL","USF2",-4.28701371494228,40,0.0956401566253167
"MilCOVID_Azimuthl2","CD4_CTL","JUND",-4.25192997505475,40,0.602106983427111
"MilCOVID_Azimuthl2","CD4_CTL","HES4",-4.24199774551928,40,0.469471225033727
"MilCOVID_Azimuthl2","CD4_CTL","CENPB",-4.13245633266953,40,0.172273589768901
"MilCOVID_Azimuthl2","CD4_CTL","YY1",-4.09523372420436,40,0.0182850185910302
"MilCOVID_Azimuthl2","CD4_CTL","BCLAF1",-4.08229834800449,40,0.638425849758152
"MilCOVID_Azimuthl2","CD4_CTL","ZNF121",-4.03794223909419,40,-0.262352889561603
"MilCOVID_Azimuthl2","CD4_CTL","ZEB1",-4.02164868003361,40,0.0515218321213517
"MilCOVID_Azimuthl2","CD4_CTL","MLXIP",-4.00506118556865,40,0.652290700097617
"MilCOVID_Azimuthl2","CD4_CTL","SP4",-3.99688576372242,40,0.33967512311759
"MilCOVID_Azimuthl2","CD4_CTL","SMARCC1",-3.92072511209416,40,0.264442323933621
"MilCOVID_Azimuthl2","CD4_CTL","BCL11B",-3.71439076613051,40,-0.0165652111919099
"MilCOVID_Azimuthl2","CD4_CTL","MYBL1",-3.70372139613005,40,-0.0464402838559661
"MilCOVID_Azimuthl2","CD4_CTL","STAT5A",-3.66313319090095,40,0.40281442971055
"MilCOVID_Azimuthl2","CD4_CTL","FOXK2",-3.60554749740902,40,0.237389358691718
"MilCOVID_Azimuthl2","CD4_CTL","REST",-3.57937186143146,40,0.180903337610916
"MilCOVID_Azimuthl2","CD4_CTL","ZNF770",-3.56764753012333,40,0.0279380957081592
"MilCOVID_Azimuthl2","CD4_CTL","SMAD2",-3.56311911270174,40,-0.0434097814045825
"MilCOVID_Azimuthl2","CD4_CTL","ATF4",-3.54632041671509,40,0.110746602612616
"MilCOVID_Azimuthl2","CD4_CTL","E4F1",-3.42380061210074,40,0.161340528445921
"MilCOVID_Azimuthl2","CD4_CTL","ZNF281",-3.36799396597642,40,0.623997236023823
"MilCOVID_Azimuthl2","CD4_CTL","FOXN3",-3.34400742888399,40,0.345527732991127
"MilCOVID_Azimuthl2","CD4_CTL","KLF10",-3.33139176787217,40,0.328425081986992
"MilCOVID_Azimuthl2","CD4_CTL","TFDP2",-3.32630004140791,40,0.115478266592083
"MilCOVID_Azimuthl2","CD4_CTL","XBP1",-3.32083890357892,40,0.396016364493874
"MilCOVID_Azimuthl2","CD4_CTL","RUNX3",-3.2727091090197,40,0.236054533688702
"MilCOVID_Azimuthl2","CD4_CTL","FOXP3",-3.19584096984769,40,0.604958704879734
"MilCOVID_Azimuthl2","CD4_CTL","RORA",-3.14321483686374,40,0.351250918583353
"MilCOVID_Azimuthl2","CD4_CTL","GTF2I",-3.13315455750728,40,-0.104713018108431
"MilCOVID_Azimuthl2","CD4_CTL","ZNF331",-3.04563234565812,40,-0.0299595274916916
"MilCOVID_Azimuthl2","CD4_CTL","ZNF683",-3.04380954769222,40,-0.0498612527831705
"MilCOVID_Azimuthl2","CD4_CTL","CREM",-3.03974069660927,30,0.440182948899345
"MilCOVID_Azimuthl2","CD4_CTL","MAF",-2.98349025850888,40,-0.0748335581806017
"MilCOVID_Azimuthl2","CD4_CTL","ID2",-2.66483685022416,40,0.15144505500532
"MilCOVID_Azimuthl2","CD4_CTL","SP100",-2.58510694040736,40,-0.375961084970331
"MilCOVID_Azimuthl2","CD4_CTL","RBPJ",-2.40366841088446,28,-0.0858697202022529
"MilCOVID_Azimuthl2","CD4_CTL","SMAD4",-2.31688198111364,40,0.359027343621467
"MilCOVID_Azimuthl2","CD4_CTL","CEBPZ",-2.16833264125811,40,0.308762462571156
"MilCOVID_Azimuthl2","CD4_CTL","NFYA",-2.14002651998507,40,0.319183310848607
"MilCOVID_Azimuthl2","CD4_CTL","NFIA",-1.99381980624573,20,-0.346315246838428
"MilCOVID_Azimuthl2","CD4_CTL","POLR2A",-1.88198304512981,40,-0.325749947901243
"MilCOVID_Azimuthl2","CD4_CTL","HIF1A",-1.22428427518844,40,-0.0712250337270903
"MilCOVID_Azimuthl2","CD4_CTL","ASCL2",1.61005845903804,29,0.46427341427835
"MilCOVID_Azimuthl2","CD4_CTL","LEF1",2.07622331199273,40,0.41546400798482
"MilCOVID_Azimuthl2","CD4_CTL","ZNF324",2.11431881105589,28,0.334521184999945
"MilCOVID_Azimuthl2","CD4_CTL","TCF7",2.28145624306241,39,0.450104745922587
"MilCOVID_Azimuthl2","CD4_CTL","IRF9",2.28150691683289,40,0.700920228576443
"MilCOVID_Azimuthl2","CD4_CTL","RUNX2",2.3055291945261,40,0.617241946628936
"MilCOVID_Azimuthl2","CD4_CTL","NR1D2",2.32231599073309,24,0.101867877551468
"MilCOVID_Azimuthl2","CD4_CTL","MEF2D",2.41227824757458,28,0.448450747480065
"MilCOVID_Azimuthl2","CD4_CTL","ZKSCAN1",2.41534951903551,24,0.186147214635912
"MilCOVID_Azimuthl2","CD4_CTL","EWSR1",2.49178411253632,28,0.366884933039387
"MilCOVID_Azimuthl2","CD4_CTL","SMARCA5",2.49734275489018,40,0.294275717591831
"MilCOVID_Azimuthl2","CD4_CTL","IKZF1",2.52006414505428,40,0.246804426749147
"MilCOVID_Azimuthl2","CD4_CTL","PBX3",2.59504546715356,40,0.130838077062288
"MilCOVID_Azimuthl2","CD4_CTL","SMARCC2",2.65879761137616,40,0.457566384784969
"MilCOVID_Azimuthl2","CD4_CTL","POU2F1",2.7697896762429,40,0.469542518070043
"MilCOVID_Azimuthl2","CD4_CTL","ENO1",2.82005743266236,40,-0.0615006635736457
"MilCOVID_Azimuthl2","CD4_CTL","TCFL5",2.87248049164368,40,-0.0951356212913911
"MilCOVID_Azimuthl2","CD4_CTL","MECP2",2.91845326283618,40,0.200164522391497
"MilCOVID_Azimuthl2","CD4_CTL","OSR2",2.97571689920363,40,0.0877694054160771
"MilCOVID_Azimuthl2","CD4_CTL","CEBPA",3.10396113823024,32,0.315817182718568
"MilCOVID_Azimuthl2","CD4_CTL","NFE2L2",3.14071311602745,40,0.0632884735612517
"MilCOVID_Azimuthl2","CD4_CTL","CHD2",3.18301584270347,40,0.472955809285644
"MilCOVID_Azimuthl2","CD4_CTL","MAFB",3.18622926249773,40,0.142435808846917
"MilCOVID_Azimuthl2","CD4_CTL","FOXJ3",3.24638982912614,40,-0.351211433209393
"MilCOVID_Azimuthl2","CD4_CTL","EOMES",3.27937100219503,40,-0.103350772706832
"MilCOVID_Azimuthl2","CD4_CTL","ETS2",3.32650479797625,40,-0.154463492481327
"MilCOVID_Azimuthl2","CD4_CTL","ZNF350",3.34733453908929,40,-0.142005856997137
"MilCOVID_Azimuthl2","CD4_CTL","RUNX1",3.39974125284342,40,0.111012032070898
"MilCOVID_Azimuthl2","CD4_CTL","TGIF1",3.42359826884441,40,0.289290689129457
"MilCOVID_Azimuthl2","CD4_CTL","NR4A3",3.42381058990842,40,0.104704243580885
"MilCOVID_Azimuthl2","CD4_CTL","REL",3.45014601089232,40,0.0608579294308622
"MilCOVID_Azimuthl2","CD4_CTL","IRF7",3.49997125297205,40,0.625341932370329
"MilCOVID_Azimuthl2","CD4_CTL","FOXO1",3.5861366025082,40,0.639389950972327
"MilCOVID_Azimuthl2","CD4_CTL","ELF4",3.61426932208675,40,0.0979741809526943
"MilCOVID_Azimuthl2","CD4_CTL","KLF2",3.68492344255466,40,0.067274302699264
"MilCOVID_Azimuthl2","CD4_CTL","KLF4",3.68940206473845,40,0.161492985862042
"MilCOVID_Azimuthl2","CD4_CTL","STAT2",3.76755552286074,40,0.383961260460882
"MilCOVID_Azimuthl2","CD4_CTL","VEZF1",3.99172675856108,40,0.275879920590526
"MilCOVID_Azimuthl2","CD4_CTL","SPI1",4.04551180894456,40,0.312094589406952
"MilCOVID_Azimuthl2","CD4_CTL","FLI1",4.13273343325197,40,-0.0377249843703728
"MilCOVID_Azimuthl2","CD4_CTL","CEBPB",4.15210580817932,40,0.190638675923793
"MilCOVID_Azimuthl2","CD4_CTL","NR3C2",4.40468595278046,40,0.146344860868898
"MilCOVID_Azimuthl2","CD4_CTL","FOSB",4.46543944883801,40,0.0387757340440701
"MilCOVID_Azimuthl2","CD4_CTL","HDAC2",4.48545863415544,40,0.398984348436489
"MilCOVID_Azimuthl2","CD4_CTL","NR4A2",4.56844591928807,40,0.653942504908251
"MilCOVID_Azimuthl2","CD4_CTL","NR1H3",4.75014665334352,40,-0.0519748171059414
"MilCOVID_Azimuthl2","CD4_CTL","BATF",5.01127911147219,40,0.319719653844888
"MilCOVID_Azimuthl2","CD4_CTL","ELF1",5.08033885778524,40,0.406483279040944
"MilCOVID_Azimuthl2","CD4_CTL","JUN",5.22901878053489,40,-0.0353130861110197
"MilCOVID_Azimuthl2","CD4_CTL","RXRA",5.3311152080899,40,-0.254089478244656
"MilCOVID_Azimuthl2","CD4_CTL","JUNB",5.44463001690469,40,-0.127922740284953
"MilCOVID_Azimuthl2","CD14_Mono","KLF5",-5.78932088367427,40,-0.123641780958349
"MilCOVID_Azimuthl2","CD14_Mono","EGR1",-5.72524887371008,40,0.461755555385842
"MilCOVID_Azimuthl2","CD14_Mono","MAFF",-4.32426651634612,40,-0.214710835539124
"MilCOVID_Azimuthl2","CD14_Mono","KLF3",-4.19741532812562,40,0.404615844530221
"MilCOVID_Azimuthl2","CD14_Mono","BCLAF1",-3.82233571050649,40,0.21472004089729
"MilCOVID_Azimuthl2","CD14_Mono","NR4A3",-3.79840729587004,40,-0.131529561675396
"MilCOVID_Azimuthl2","CD14_Mono","PAX5",-3.64791115448573,40,0.0948997713080486
"MilCOVID_Azimuthl2","CD14_Mono","ELF2",-3.1664274500048,40,0.087367812108593
"MilCOVID_Azimuthl2","CD14_Mono","ELF1",-3.14078637251736,40,0.426014464575633
"MilCOVID_Azimuthl2","CD14_Mono","AHR",-2.80144253469823,40,0.176064000749892
"MilCOVID_Azimuthl2","CD14_Mono","GRHL1",-2.70929290009981,22,-0.0460953210248175
"MilCOVID_Azimuthl2","CD14_Mono","TCF7",-2.65813081181079,39,-0.190937156588026
"MilCOVID_Azimuthl2","CD14_Mono","NFE2",-2.65039142815674,40,0.609021205103527
"MilCOVID_Azimuthl2","CD14_Mono","NFAT5",-2.42390912325958,22,0.164388138648657
"MilCOVID_Azimuthl2","CD14_Mono","KLF10",-2.28265530801956,40,0.293386073830721
"MilCOVID_Azimuthl2","CD14_Mono","ATF5",-2.17930510109234,40,0.0545186572401589
"MilCOVID_Azimuthl2","CD14_Mono","MAFB",-2.09597604296567,40,0.11876945627991
"MilCOVID_Azimuthl2","CD14_Mono","HOXB2",-2.04746343805152,40,-0.226808639639183
"MilCOVID_Azimuthl2","CD14_Mono","CEBPZ",-1.96617974370532,40,0.189154670302129
"MilCOVID_Azimuthl2","CD14_Mono","POU2F1",-1.83301304996526,40,0.134852275229856
"MilCOVID_Azimuthl2","CD14_Mono","ATF3",-1.14368208675452,40,0.32572392332722
"MilCOVID_Azimuthl2","CD14_Mono","SNAI1",-1.13800546075352,40,-0.138029169281067
"MilCOVID_Azimuthl2","CD14_Mono","OLIG1",-0.999519576597482,27,0.122106156368869
"MilCOVID_Azimuthl2","CD14_Mono","PPARGC1A",-0.915956066940874,40,0.41449092437746
"MilCOVID_Azimuthl2","CD14_Mono","BCL6",1.29278715476206,40,0.319067658885279
"MilCOVID_Azimuthl2","CD14_Mono","ID3",1.33289729581532,40,0.411890308697096
"MilCOVID_Azimuthl2","CD14_Mono","ID1",1.39895950539661,40,0.591375948727226
"MilCOVID_Azimuthl2","CD14_Mono","DDIT3",1.48819873886502,27,0.344576267355017
"MilCOVID_Azimuthl2","CD14_Mono","ZKSCAN1",1.69147119172987,27,0.438028438717323
"MilCOVID_Azimuthl2","CD14_Mono","RUNX3",1.70441807317168,40,0.423701267716792
"MilCOVID_Azimuthl2","CD14_Mono","RORA",1.76462027655282,40,0.587040403528222
"MilCOVID_Azimuthl2","CD14_Mono","ZFHX3",1.76837261016808,40,0.382283620119552
"MilCOVID_Azimuthl2","CD14_Mono","NFKB2",1.89429888270434,40,0.591123260370585
"MilCOVID_Azimuthl2","CD14_Mono","ATF4",2.08505550299247,40,0.187400042336998
"MilCOVID_Azimuthl2","CD14_Mono","NFIL3",2.1136660848964,40,0.489447452966007
"MilCOVID_Azimuthl2","CD14_Mono","CEBPD",2.21796320853228,36,0.567947840451661
"MilCOVID_Azimuthl2","CD14_Mono","BHLHE40",2.31499226039558,40,0.836990357361821
"MilCOVID_Azimuthl2","CD14_Mono","ZNF281",2.34928666438893,40,0.394325465331812
"MilCOVID_Azimuthl2","CD14_Mono","ID2",2.3964796691472,40,0.542457425951595
"MilCOVID_Azimuthl2","CD14_Mono","HIF1A",2.46255522601131,40,0.766162495659807
"MilCOVID_Azimuthl2","CD14_Mono","SP100",2.4652724708166,40,0.493648168992424
"MilCOVID_Azimuthl2","CD14_Mono","ITGB2",2.50977685714205,40,0.715618181683961
"MilCOVID_Azimuthl2","CD14_Mono","HLX",2.53323572190031,37,0.682786239050325
"MilCOVID_Azimuthl2","CD14_Mono","ZNF331",2.5644477051385,36,0.802619309442335
"MilCOVID_Azimuthl2","CD14_Mono","HOXA5",2.63504923382623,28,0.439588389931985
"MilCOVID_Azimuthl2","CD14_Mono","IKZF3",2.65198509841356,31,0.677424321915404
"MilCOVID_Azimuthl2","CD14_Mono","THRB",2.67074190862232,35,0.453564036098723
"MilCOVID_Azimuthl2","CD14_Mono","IKZF1",2.6974954258248,34,0.630997187253088
"MilCOVID_Azimuthl2","CD14_Mono","INSM1",2.82246559327276,40,0.670897837723841
"MilCOVID_Azimuthl2","CD14_Mono","CREB5",2.82490069395985,40,0.453881684704472
"MilCOVID_Azimuthl2","CD14_Mono","ZNF683",3.01165494766633,22,0.720537234392427
"MilCOVID_Azimuthl2","CD14_Mono","TFEC",3.03656129683145,40,0.352526483860068
"MilCOVID_Azimuthl2","CD14_Mono","BACH1",3.07646123524121,40,0.416404236397627
"MilCOVID_Azimuthl2","CD14_Mono","CHD2",3.18438180429637,40,0.695034465332717
"MilCOVID_Azimuthl2","CD14_Mono","XBP1",3.27224442846833,40,0.60161386248401
"MilCOVID_Azimuthl2","CD14_Mono","ZNF165",3.34184194684215,40,0.688003127169817
"MilCOVID_Azimuthl2","CD14_Mono","EGR3",3.4224531321361,40,0.597396686461204
"MilCOVID_Azimuthl2","CD14_Mono","ZFY",3.71661026558343,40,0.380222882120888
"MilCOVID_Azimuthl2","CD14_Mono","FOXP1",3.76361417251493,40,0.673797143052069
"MilCOVID_Azimuthl2","CD14_Mono","REL",3.93330418412962,40,0.582134980359756
"MilCOVID_Azimuthl2","CD14_Mono","KLF4",4.0568379922479,40,0.169384671913321
"MilCOVID_Azimuthl2","CD14_Mono","MTF1",4.05930600710325,40,0.814925292334827
"MilCOVID_Azimuthl2","CD14_Mono","MYBL2",4.10328540314126,24,0.193073322424516
"MilCOVID_Azimuthl2","CD14_Mono","KLF14",4.13470803904112,35,0.592027884432364
"MilCOVID_Azimuthl2","CD14_Mono","NR4A2",4.19522615085821,40,0.217407877983768
"MilCOVID_Azimuthl2","CD14_Mono","IRF8",4.2182653251963,40,0.476398233025125
"MilCOVID_Azimuthl2","CD14_Mono","ESR1",4.2979209471988,40,0.617541592823523
"MilCOVID_Azimuthl2","CD14_Mono","NR4A1",4.40619735433888,40,0.158684705275732
"MilCOVID_Azimuthl2","CD14_Mono","BATF3",4.58324073452339,40,0.728735077582108
"MilCOVID_Azimuthl2","CD14_Mono","EBF1",4.64588152119327,40,0.39045433172727
"MilCOVID_Azimuthl2","CD14_Mono","EGR2",4.67927780811114,40,0.461591159418813
"MilCOVID_Azimuthl2","CD14_Mono","BCL11B",4.72434365540436,40,0.238705149840727
"MilCOVID_Azimuthl2","CD14_Mono","ETS2",4.75802888868624,40,0.552823768479581
"MilCOVID_Azimuthl2","CD14_Mono","HES4",4.76291186232601,40,0.321756018713703
"MilCOVID_Azimuthl2","CD14_Mono","GTF2I",4.90845128558437,40,0.339151289691716
"MilCOVID_Azimuthl2","CD14_Mono","HIC1",5.13290659074942,40,0.646019260796734
"MilCOVID_Azimuthl2","CD14_Mono","OSR2",5.25051897972885,40,0.800999893143896
"MilCOVID_Azimuthl2","CD14_Mono","SPI1",5.36769794412648,40,0.907048143678964
"MilCOVID_Azimuthl2","CD14_Mono","MXI1",5.43677474940585,40,0.369527913406292
"MilCOVID_Azimuthl2","CD14_Mono","IRF9",5.5963606447736,40,0.831508872569169
"MilCOVID_Azimuthl2","CD14_Mono","IRF1",5.60718252479823,40,0.477023394142799
"MilCOVID_Azimuthl2","CD14_Mono","IRF7",7.2802373377172,40,0.944419475370828
"MilCOVID_Azimuthl2","CD14_Mono","STAT1",7.93355321987341,40,0.887212216055978
"MilCOVID_Azimuthl2","CD14_Mono","STAT2",7.97821925720442,40,0.832345093934879
"MilCOVID_Azimuthl2","B_naive","MBD2",-3.17345715345039,40,0.64720825955775
"MilCOVID_Azimuthl2","B_naive","KLF2",-2.7906706582923,40,0.695314074675878
"MilCOVID_Azimuthl2","B_naive","ZBTB1",-2.74670244775972,40,0.51921085191031
"MilCOVID_Azimuthl2","B_naive","CHD2",-2.66242051209927,40,0.539900057986834
"MilCOVID_Azimuthl2","B_naive","CEBPZ",-2.59552153125117,29,0.373426293152902
"MilCOVID_Azimuthl2","B_naive","ELK4",-2.3120280083436,40,0.567405817908939
"MilCOVID_Azimuthl2","B_naive","ATF3",-2.28929912145009,40,0.843524700220474
"MilCOVID_Azimuthl2","B_naive","JUND",-2.24903667428477,40,0.833758415067894
"MilCOVID_Azimuthl2","B_naive","CTCF",-1.88790170151025,40,-0.105574410751441
"MilCOVID_Azimuthl2","B_naive","SP1",-1.82998960570239,40,0.064858428401765
"MilCOVID_Azimuthl2","B_naive","NFATC3",-1.82849441255,40,-0.074623938329297
"MilCOVID_Azimuthl2","B_naive","MEF2A",-1.78760621735358,40,0.420390977000623
"MilCOVID_Azimuthl2","B_naive","BCL3",-1.71185830800197,40,0.273190469693352
"MilCOVID_Azimuthl2","B_naive","KLF13",-1.71028395559992,40,0.452734916446244
"MilCOVID_Azimuthl2","B_naive","ZNF165",-1.69624760243356,31,0.711917069525283
"MilCOVID_Azimuthl2","B_naive","ARNTL",-1.62482049070833,37,0.789471358535383
"MilCOVID_Azimuthl2","B_naive","SP100",-1.62459495449913,39,0.250948875458546
"MilCOVID_Azimuthl2","B_naive","EGR4",-1.60360654674826,40,0.65294376207413
"MilCOVID_Azimuthl2","B_naive","LYL1",-1.55294320533364,40,0.653495722308186
"MilCOVID_Azimuthl2","B_naive","HMGN3",-1.50822856555082,40,0.39731911673959
"MilCOVID_Azimuthl2","B_naive","PAX5",-1.5063082397883,40,-0.155380682011988
"MilCOVID_Azimuthl2","B_naive","ZNF331",-1.456326029325,22,0.273273031160946
"MilCOVID_Azimuthl2","B_naive","KLF3",-1.34160799848214,40,0.562647098952826
"MilCOVID_Azimuthl2","B_naive","GTF2I",-1.33699190526423,40,0.599488506513441
"MilCOVID_Azimuthl2","B_naive","RUNX2",-1.33526638629297,22,0.767603810386155
"MilCOVID_Azimuthl2","B_naive","ID1",-1.31417583788034,40,0.791298951585645
"MilCOVID_Azimuthl2","B_naive","STAT3",-1.31204793177658,40,0.198537848037285
"MilCOVID_Azimuthl2","B_naive","THRB",-1.29390622533414,35,0.2424035697563
"MilCOVID_Azimuthl2","B_naive","SP3",-1.2860420841335,40,0.435856329092336
"MilCOVID_Azimuthl2","B_naive","ZBTB7A",-1.25447302061716,40,0.400173495365705
"MilCOVID_Azimuthl2","B_naive","REST",-1.18572887830296,40,0.663581787792996
"MilCOVID_Azimuthl2","B_naive","BACH2",-1.16758991912554,40,0.371583583214207
"MilCOVID_Azimuthl2","B_naive","KLF6",-1.16423215141845,40,0.68364732531854
"MilCOVID_Azimuthl2","B_naive","FOS",-1.15563744618331,40,0.904861668842465
"MilCOVID_Azimuthl2","B_naive","SMARCA5",-1.10304609442033,30,0.480059661319681
"MilCOVID_Azimuthl2","B_naive","CEBPD",-1.08674342041925,40,0.213372554552587
"MilCOVID_Azimuthl2","B_naive","CCNT2",-1.06525854271793,40,0.662517791414848
"MilCOVID_Azimuthl2","B_naive","FOXN3",-1.01165818396095,40,-0.213922189111499
"MilCOVID_Azimuthl2","B_naive","BCL11A",-0.991091486777189,40,-0.41381474291987
"MilCOVID_Azimuthl2","B_naive","HIF1A",-0.986341673208736,23,0.549813635898501
"MilCOVID_Azimuthl2","B_naive","EGR1",-0.980613868863927,40,0.367051617584585
"MilCOVID_Azimuthl2","B_naive","GATA3",-0.970625283433795,40,0.52032058656628
"MilCOVID_Azimuthl2","B_naive","SPI1",-0.963521041468143,40,0.447795182441463
"MilCOVID_Azimuthl2","B_naive","SMAD2",-0.93157107448251,40,0.441503068340739
"MilCOVID_Azimuthl2","B_naive","RORA",-0.926534186912533,40,0.435680353006478
"MilCOVID_Azimuthl2","B_naive","ITGB2",-0.922767876418133,31,0.753657899388192
"MilCOVID_Azimuthl2","B_naive","NR4A1",-0.865009555311379,40,0.15297050733828
"MilCOVID_Azimuthl2","B_naive","YY1",-0.847766502121358,40,0.402744141624314
"MilCOVID_Azimuthl2","B_naive","FOXP1",-0.826643170624553,40,0.273891660749115
"MilCOVID_Azimuthl2","B_naive","RARG",-0.820414175767259,40,-0.00235552130783566
"MilCOVID_Azimuthl2","B_naive","RFX3",-0.814021355365368,40,0.329709802255595
"MilCOVID_Azimuthl2","B_naive","POU2F2",-0.781510537165043,40,-0.196568001190746
"MilCOVID_Azimuthl2","B_naive","SMAD1",-0.781463640289543,40,0.807410453754725
"MilCOVID_Azimuthl2","B_naive","E2F3",-0.778962521018385,40,0.381106060089244
"MilCOVID_Azimuthl2","B_naive","SPIB",-0.775339689126294,40,-0.288063937461045
"MilCOVID_Azimuthl2","B_naive","HES4",-0.766385221340674,40,0.7550226830849
"MilCOVID_Azimuthl2","B_naive","KLF4",-0.727236940449473,40,0.775020000806234
"MilCOVID_Azimuthl2","B_naive","ENO1",-0.700904101080327,40,0.684824504553672
"MilCOVID_Azimuthl2","B_naive","FOXJ2",-0.691512283608698,23,0.363973198919646
"MilCOVID_Azimuthl2","B_naive","SPIC",-0.679973006626106,25,0.761944279924462
"MilCOVID_Azimuthl2","B_naive","ID2",-0.666201552850519,40,0.642965840483492
"MilCOVID_Azimuthl2","B_naive","CEBPB",-0.661439684568104,40,0.510617869867623
"MilCOVID_Azimuthl2","B_naive","TCF7L2",-0.632155682252374,40,0.84219984061373
"MilCOVID_Azimuthl2","B_naive","LMO2",-0.59414116963945,40,0.553669217673891
"MilCOVID_Azimuthl2","B_naive","JUNB",1.06950469680772,40,0.537688340925371
"MilCOVID_Azimuthl2","B_naive","TCF7",1.08270368922234,26,0.263798230626351
"MilCOVID_Azimuthl2","B_naive","NR3C2",1.13403110146954,36,0.186436585040637
"MilCOVID_Azimuthl2","B_naive","ATF5",1.22568496270372,24,0.201479051868758
"MilCOVID_Azimuthl2","B_naive","MYBL2",1.57935119876385,40,0.474491995026156
"MilCOVID_Azimuthl2","B_naive","STAT1",1.59977957371815,40,0.778074775107214
"MilCOVID_Azimuthl2","B_naive","IRF4",1.66474690933211,37,0.406619491638423
"MilCOVID_Azimuthl2","B_naive","IRF7",1.67893385649598,40,0.788203090357131
"MilCOVID_Azimuthl2","B_naive","PRDM11",1.6791332167348,34,0.182044159919625
"MilCOVID_Azimuthl2","B_naive","IRF9",1.69446216384259,40,0.411685199713477
"MilCOVID_Azimuthl2","B_naive","STAT2",1.7083253971533,40,0.782266029328314
"MilCOVID_Azimuthl2","B_naive","NR3C1",1.71234893128487,40,-0.0478077410872376
"MilCOVID_Azimuthl2","B_naive","POU2F1",1.91049837275271,21,0.139337012034594
"MilCOVID_Azimuthl2","B_naive","IRF8",1.95322920063077,40,0.408561817995764
"MilCOVID_Azimuthl2","B_naive","MEF2C",1.96478956831257,40,0.221360085832917
"MilCOVID_Azimuthl2","B_naive","MYC",2.11237997870413,40,0.58894699631303
"MilCOVID_Azimuthl2","B_naive","IRF3",2.40400609717536,40,0.446735062188553
"MilCOVID_Azimuthl2","B_naive","MAX",2.44543456076507,40,-0.0444273722661689
"MilCOVID_Azimuthl2","B_naive","REL",3.08839589672455,40,0.523503660612676
"MilCOVID_Azimuthl2","B_intermediate","MYC",-4.84472989641982,40,0.618725697937183
"MilCOVID_Azimuthl2","B_intermediate","MEF2C",-4.45263139566015,40,0.363491819568261
"MilCOVID_Azimuthl2","B_intermediate","REL",-3.72154687059181,40,0.184153539751762
"MilCOVID_Azimuthl2","B_intermediate","IRF4",-3.55581672643651,40,0.334300262834214
"MilCOVID_Azimuthl2","B_intermediate","PURA",-3.37083060243643,40,0.819200917868747
"MilCOVID_Azimuthl2","B_intermediate","FOSB",-3.25085508020323,40,0.289723139390296
"MilCOVID_Azimuthl2","B_intermediate","KLF9",-3.24581763773563,40,0.863054374784568
"MilCOVID_Azimuthl2","B_intermediate","POU2F2",-3.21812072594544,40,0.92867537801168
"MilCOVID_Azimuthl2","B_intermediate","MEF2A",-3.16928998232373,40,0.654438824770456
"MilCOVID_Azimuthl2","B_intermediate","NR4A2",-3.05345542522507,40,0.329508880220945
"MilCOVID_Azimuthl2","B_intermediate","STAT2",-2.99112991334926,40,0.140886607822333
"MilCOVID_Azimuthl2","B_intermediate","KLF6",-2.8496018138241,40,0.805787985298917
"MilCOVID_Azimuthl2","B_intermediate","ZEB1",-2.80034856120579,40,0.349924602764014
"MilCOVID_Azimuthl2","B_intermediate","EGR2",-2.7632347199994,40,0.533598759358839
"MilCOVID_Azimuthl2","B_intermediate","MLXIPL",-2.73802795706761,35,0.785957563264189
"MilCOVID_Azimuthl2","B_intermediate","BCLAF1",-2.73400306191536,40,0.80650675391481
"MilCOVID_Azimuthl2","B_intermediate","CEBPZ",-2.65715006693282,40,0.288319887543936
"MilCOVID_Azimuthl2","B_intermediate","CHD2",-2.62397353856519,40,0.473120563945611
"MilCOVID_Azimuthl2","B_intermediate","HOXA5",-2.49081090117357,20,0.29577940783017
"MilCOVID_Azimuthl2","B_intermediate","SPIB",-2.47311126139003,40,0.667566453954421
"MilCOVID_Azimuthl2","B_intermediate","NFIX",-2.45135151475103,22,0.454041971434152
"MilCOVID_Azimuthl2","B_intermediate","KLF7",-2.45100340372972,40,0.878340758772314
"MilCOVID_Azimuthl2","B_intermediate","SMARCB1",-2.43699140168795,40,0.831142027821366
